Time,Plasma_FF,upper
0.357335759,33.28034296,
0.688802342,25.85317337,31.77528346
1.133411036,17.89811244,21.99366086
2.143730278,12.6813065,16.69180645
2.926628195,8.196120289,11.6888438
3.933536117,5.414364486,7.632214993
5.855814879,3.045568037,4.197790146
8.112971544,1.185140372,1.984308685
12.00898314,0.500731434,1.310664519
24.08050715,0.312268138,0.516916864
36.28564119,0.208633875,0.301009189
